loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
7807,3,Not Graduate,Yes,3475887,11721622,16,890,1100000,900000,15900000,3000000,Approved
1943,4,Graduate,No,8686905,19656306,14,718,13500000,13400000,32000000,8500000,Approved
2538,5,Not Graduate,Yes,2925341,7516892,12,674,3400000,3000000,10900000,3700000,Approved
6840,0,Graduate,No,2590929,3476871,10,758,1100000,1900000,14700000,3100000,Approved
649,0,Not Graduate,Yes,6806275,14441515,8,817,15200000,4500000,21100000,6400000,Approved
8371,1,Not Graduate,No,595846,698119,2,585,1300000,100000,1200000,600000,Approved
3688,2,Not Graduate,Yes,2083646,4507938,18,587,2500000,500000,5500000,1500000,Approved
8237,4,Not Graduate,Yes,3633924,4566450,16,459,4100000,1400000,12800000,3600000,Rejected
8085,0,Graduate,Yes,2383874,5058944,12,573,5900000,5000000,7100000,4500000,Approved
3215,4,Graduate,No,297318,1190550,18,539,700000,100000,800000,100000,Rejected
8462,0,Graduate,No,4112078,15116141,20,366,3000000,4500000,7300000,3500000,Rejected
5773,5,Graduate,No,9613743,35028587,8,333,17700000,5200000,28100000,12500000,Rejected
2399,5,Graduate,No,7269190,17114559,2,349,6100000,8400000,23200000,4900000,Rejected
4738,2,Graduate,No,1881406,9725229,20,827,5600000,300000,4000000,2500000,Approved
6228,1,Graduate,Yes,3725338,8396333,6,433,6000000,100000,13800000,5900000,Rejected
7562,3,Not Graduate,Yes,503906,2220374,2,602,800000,0,1000000,200000,Approved
2210,5,Not Graduate,Yes,5401156,16576665,2,353,1100000,4500000,19300000,5200000,Approved
7120,2,Graduate,No,9490585,31368482,14,766,1400000,5200000,24500000,9200000,Approved
1082,1,Not Graduate,Yes,4802575,11585807,16,697,1400000,9400000,11800000,6500000,Approved
4877,3,Not Graduate,No,7821705,22617071,14,358,5400000,5500000,22300000,3600000,Rejected
7259,5,Graduate,No,5386761,17557315,8,366,5300000,9500000,16200000,6500000,Rejected
6274,0,Not Graduate,No,1992660,9445692,18,489,11800000,700000,4000000,1300000,Rejected
3610,0,Not Graduate,No,1108718,4132064,18,887,400000,1300000,2600000,1300000,Approved
2736,0,Not Graduate,Yes,1203830,2778471,14,897,3200000,100000,3300000,1700000,Approved
8693,4,Graduate,No,7146659,25495814,10,518,18100000,1300000,24400000,4500000,Rejected
2250,1,Graduate,No,6959132,20829831,20,549,16900000,6600000,14600000,5600000,Approved
3552,3,Not Graduate,Yes,7603100,26620614,14,866,9200000,700000,27900000,7400000,Approved
9792,5,Not Graduate,No,7544589,23373266,14,548,17700000,9200000,30500000,4500000,Rejected
3030,0,Not Graduate,Yes,1983161,5164481,18,398,1900000,1500000,5000000,1500000,Rejected
5248,4,Graduate,No,7953905,20988556,2,805,1800000,9500000,19400000,11000000,Approved
1363,2,Not Graduate,No,595686,1091268,10,798,1200000,200000,2300000,900000,Approved
1726,3,Not Graduate,Yes,3733566,13876776,10,621,4000000,800000,11900000,5300000,Approved
234,3,Not Graduate,Yes,8804872,34538692,8,389,14800000,16500000,18400000,6000000,Rejected
8943,2,Graduate,No,500517,1003023,6,398,9900000,400000,800000,2600000,Rejected
4406,4,Not Graduate,Yes,3112253,6167488,20,650,1700000,5800000,5700000,5800000,Approved
1224,2,Graduate,No,1614520,3809864,10,837,3800000,1100000,5500000,1600000,Approved
1254,0,Graduate,Yes,3492297,11774593,14,652,2700000,700000,11400000,4800000,Approved
8387,2,Not Graduate,Yes,2281557,13281406,12,506,100000,4300000,5500000,2000000,Rejected
5043,0,Graduate,Yes,7864446,25251080,6,573,6800000,8600000,29700000,6000000,Approved
102,2,Not Graduate,Yes,302992,1090268,2,704,300000,200000,500000,200000,Approved
8364,2,Not Graduate,Yes,6624275,22668925,4,859,18100000,11300000,16200000,9400000,Approved
7427,3,Graduate,Yes,2298658,6463959,12,616,4200000,0,6200000,2300000,Approved
9808,0,Graduate,No,1692911,7744436,18,341,700000,300000,9200000,2500000,Rejected
9522,2,Not Graduate,Yes,5313955,14855379,8,383,800000,2500000,18300000,4500000,Rejected
3610,0,Not Graduate,No,1099213,4092073,18,892,400000,1300000,2600000,1300000,Approved
322,4,Not Graduate,Yes,6363183,23532690,2,484,7300000,2700000,23600000,3900000,Approved
8296,4,Not Graduate,Yes,1912225,4097562,4,588,2200000,800000,6400000,2800000,Approved
4841,1,Not Graduate,Yes,9605280,31804051,18,797,16300000,16600000,36000000,11600000,Approved
4799,3,Graduate,No,501165,2310882,14,505,5500000,5000000,1100000,1700000,Rejected
7711,1,Graduate,Yes,601057,2185934,8,366,400000,800000,2000000,1000000,Rejected
5285,4,Graduate,Yes,200915,298751,6,580,300000,0,500000,100000,Approved
7561,1,Not Graduate,No,5895181,13192668,18,547,4300000,700000,14800000,4000000,Rejected
9609,0,Graduate,Yes,3192034,9705483,20,682,2000000,7700000,7200000,2700000,Approved
3845,1,Not Graduate,Yes,9046614,34164097,16,846,6300000,16900000,22900000,5800000,Approved
8254,0,Graduate,Yes,1706351,4100906,18,442,500000,8500000,2300000,2800000,Rejected
4438,5,Not Graduate,Yes,9671919,29932392,8,724,19400000,11400000,35800000,11900000,Approved
7484,3,Graduate,Yes,5551418,10795218,20,378,15400000,10600000,14700000,4500000,Rejected
1233,5,Graduate,Yes,2683630,10335202,2,723,2800000,700000,10300000,1400000,Approved
6835,3,Graduate,Yes,4699972,12604461,10,558,10900000,2900000,17200000,4400000,Approved
7579,3,Graduate,No,8734962,25634948,16,818,19400000,1600000,23900000,11900000,Approved
8532,2,Not Graduate,No,2096428,9878441,8,883,200000,6900000,6200000,1800000,Approved
5273,5,Not Graduate,Yes,6157324,19980627,12,346,8200000,1400000,18800000,4900000,Rejected
8183,1,Graduate,No,9337277,24092801,10,349,2400000,4100000,33300000,11100000,Rejected
1523,4,Graduate,No,3429525,13584692,12,710,10000000,1100000,8300000,4900000,Approved
4714,4,Graduate,Yes,1593912,5034714,8,843,5300000,600000,3000000,1100000,Approved
3740,0,Graduate,Yes,7265364,21771539,4,449,17700000,10900000,24500000,7600000,Approved
4805,3,Not Graduate,No,9433877,29953087,6,750,21300000,7300000,32000000,10300000,Approved
6611,1,Not Graduate,No,3474478,11414876,14,419,10400000,200000,14000000,5600000,Rejected
6109,4,Not Graduate,Yes,8917006,29773886,4,780,10500000,9700000,26400000,9200000,Approved
386,3,Not Graduate,No,3170418,10743517,4,834,2600000,1000000,8700000,2600000,Approved
7525,4,Not Graduate,Yes,9891113,34964759,8,629,10800000,12400000,36200000,11800000,Approved
4537,4,Not Graduate,Yes,5135974,13775391,10,429,19800000,6200000,10100000,2800000,Rejected
9174,2,Graduate,No,8731732,28038262,20,846,13600000,11900000,29000000,8700000,Approved
8552,2,Graduate,No,6212421,21417502,14,729,2800000,2900000,8600000,4800000,Approved
9835,3,Not Graduate,No,9333266,29944275,20,512,3900000,2200000,33700000,10600000,Rejected
2007,3,Graduate,No,8520692,23485608,4,324,13800000,3800000,28500000,4300000,Rejected
4220,4,Graduate,Yes,5562505,16546959,20,690,14500000,7800000,18000000,7400000,Approved
917,1,Not Graduate,No,6933495,26257026,4,529,14500000,11900000,14900000,9400000,Approved
9813,4,Graduate,No,8260448,28270613,8,462,6400000,4000000,21800000,6500000,Rejected
3227,5,Not Graduate,Yes,2387738,6443790,20,518,6400000,2100000,5200000,2600000,Rejected
5919,0,Graduate,Yes,6687041,13918818,4,801,2800000,2300000,17700000,3800000,Approved
9724,5,Graduate,Yes,2906654,13430674,10,378,2200000,2900000,9800000,4900000,Rejected
5988,5,Graduate,Yes,7556107,22912543,8,891,4800000,5700000,16100000,5900000,Approved
9907,2,Graduate,Yes,3724335,9278658,10,832,5400000,400000,6200000,4200000,Approved
9538,4,Graduate,No,2783813,6640074,14,483,6100000,9500000,3000000,4200000,Rejected
8039,3,Not Graduate,Yes,4426482,16172836,12,739,4500000,5500000,11400000,5000000,Approved
2389,5,Not Graduate,Yes,8334229,18660814,20,701,2500000,7100000,28800000,9500000,Approved
7903,2,Graduate,No,6866153,23455921,10,404,10300000,4800000,20100000,4800000,Rejected
7789,2,Graduate,Yes,5002431,14772686,2,675,4700000,6600000,8800000,3500000,Approved
1753,5,Not Graduate,Yes,5369980,18849970,20,330,9700000,10100000,14800000,3200000,Rejected
8226,5,Graduate,Yes,1512064,8471853,4,715,4500000,100000,8500000,1500000,Approved
9884,5,Graduate,Yes,9186672,31047749,4,577,9200000,6600000,32800000,10600000,Approved
1878,4,Graduate,No,4769921,14164928,6,799,5900000,0,11100000,2600000,Approved
4290,4,Not Graduate,No,6782621,26457147,18,860,1700000,8100000,12300000,5800000,Approved
873,0,Not Graduate,Yes,7430314,25599058,18,846,9100000,600000,18600000,6500000,Approved
6264,4,Graduate,No,1007328,2523721,8,443,4000000,2700000,4400000,800000,Rejected
6412,1,Not Graduate,No,5086509,12474597,18,777,3700000,3600000,7800000,4800000,Approved
1190,4,Graduate,No,9670893,27639968,20,684,23400000,7500000,37800000,6300000,Approved
8395,0,Graduate,No,9078550,31484350,20,543,12100000,1100000,18400000,7900000,Rejected
9924,2,Graduate,No,2080906,9491358,8,895,100000,1200000,6100000,1400000,Approved
7216,1,Not Graduate,No,7810872,20440933,6,813,19400000,4000000,19900000,9100000,Approved
7453,4,Not Graduate,No,5184826,9839696,8,349,1700000,2500000,14200000,2800000,Rejected
4506,0,Graduate,No,2996348,5849947,16,664,5200000,100000,9600000,400000,Approved
8687,0,Graduate,Yes,4639604,21266731,6,833,6000000,4000000,16800000,5900000,Approved
1890,5,Graduate,Yes,6958561,18749527,18,311,3500000,4800000,25300000,4200000,Rejected
2915,3,Not Graduate,Yes,9886382,36740398,16,557,17300000,18500000,22300000,9800000,Approved
2562,1,Not Graduate,Yes,700671,1391419,10,525,700000,1100000,1600000,900000,Rejected
1263,2,Graduate,Yes,2179803,7894896,6,663,3400000,1800000,8600000,2400000,Approved
8071,5,Not Graduate,Yes,7061971,27666107,16,680,23300000,11300000,18900000,8200000,Approved
9471,0,Graduate,No,1008657,3195553,14,680,300000,2300000,2100000,2700000,Approved
1122,0,Not Graduate,No,201519,501215,20,612,500000,200000,600000,200000,Approved
3538,2,Graduate,Yes,8229162,29913912,16,639,5200000,5100000,33100000,7200000,Approved
7787,5,Graduate,No,9623952,24910951,12,756,8800000,16300000,35800000,10400000,Approved
4901,5,Not Graduate,Yes,7090000,20635997,6,894,9200000,9300000,26300000,7400000,Approved
6637,5,Not Graduate,Yes,1392319,4461028,4,639,400000,1300000,3300000,4100000,Approved
5563,5,Graduate,Yes,3898207,14019718,2,344,6400000,3300000,14900000,3300000,Rejected
6850,5,Not Graduate,No,8310664,25180591,18,859,16000000,300000,18900000,6100000,Approved
1937,4,Not Graduate,No,1002579,3817257,2,608,1700000,1800000,2500000,600000,Approved
2729,0,Graduate,Yes,5743826,12660908,12,531,8400000,7300000,19600000,7600000,Rejected
5247,4,Graduate,No,2492210,11004275,18,381,15300000,4300000,8600000,1500000,Rejected
9762,3,Graduate,Yes,702627,2308537,12,424,3100000,7300000,2800000,1300000,Rejected
7999,2,Not Graduate,No,2820994,5292711,12,460,2500000,4300000,9300000,2600000,Rejected
2443,5,Graduate,No,7115708,26916089,20,591,5100000,9600000,20200000,7600000,Approved
2176,2,Graduate,No,6997659,19945248,10,559,3900000,9400000,22800000,8000000,Approved
1470,2,Graduate,Yes,6907442,13781094,8,834,14300000,8100000,22400000,4600000,Approved
3819,2,Graduate,No,6058566,17245479,16,805,1800000,2100000,20200000,3500000,Approved
8269,5,Graduate,Yes,401818,2789361,10,606,3200000,1400000,1000000,200000,Approved
9564,1,Not Graduate,Yes,3431075,14239759,4,607,4200000,3100000,7900000,4400000,Approved
8942,1,Graduate,Yes,3279012,9477136,10,423,1700000,400000,8400000,1100000,Rejected
2698,1,Graduate,No,8150096,24056535,4,365,10900000,15200000,25200000,10400000,Rejected
2570,5,Not Graduate,No,4950318,10894653,10,345,12300000,5000000,14100000,6300000,Rejected
4749,5,Graduate,No,6867602,24248383,12,411,12400000,9700000,14800000,7200000,Rejected
8086,2,Not Graduate,Yes,8572117,23345249,20,796,4500000,5400000,32200000,7100000,Approved
971,3,Not Graduate,Yes,3984989,10300091,14,610,2100000,6900000,11700000,4600000,Approved
5679,4,Not Graduate,No,7570165,23521102,2,613,3300000,4500000,12000000,7700000,Approved
4070,0,Not Graduate,No,9303463,31600889,2,329,7100000,11200000,23700000,8000000,Approved
2094,1,Not Graduate,No,4577979,13768228,8,516,13300000,6400000,9800000,2200000,Rejected
4290,4,Not Graduate,No,6769137,26436873,18,864,1700000,8100000,12300000,5800000,Approved
4019,4,Graduate,Yes,9726861,33182340,12,780,14600000,15800000,37900000,6500000,Approved
2065,0,Graduate,No,6114773,23537552,20,856,3300000,5200000,17700000,6400000,Approved
853,1,Graduate,No,5742024,12419322,14,397,5400000,7500000,17600000,5600000,Rejected
221,4,Not Graduate,No,2877510,10331642,6,674,5100000,1700000,10600000,1700000,Approved
8343,2,Not Graduate,No,4715270,10996659,20,328,5600000,3600000,14200000,6000000,Rejected
9341,5,Not Graduate,Yes,898087,4676096,14,334,3900000,700000,1900000,1500000,Rejected
6880,0,Graduate,No,3295171,11900146,6,510,5300000,10500000,13000000,1900000,Rejected
3923,4,Graduate,Yes,1303794,3884266,16,566,700000,200000,3400000,1600000,Approved
9087,3,Graduate,No,8210713,19209442,14,854,13500000,4500000,23800000,9200000,Approved
5884,5,Not Graduate,Yes,1388896,10568555,8,724,3200000,2200000,10600000,2500000,Approved
3074,5,Not Graduate,No,1003555,2009805,4,527,2700000,1800000,2200000,700000,Rejected
2906,5,Graduate,No,1103604,2781052,14,472,100000,500000,4200000,700000,Rejected
7194,2,Not Graduate,Yes,8910141,31545224,4,553,21500000,17700000,25100000,12400000,Approved
4122,0,Not Graduate,Yes,3317576,8960570,2,416,4200000,6000000,9300000,3700000,Rejected
2487,3,Graduate,Yes,2280623,7931068,14,472,4400000,3300000,7700000,1800000,Rejected
6425,0,Graduate,No,6462856,21441583,8,838,6100000,5000000,24500000,4800000,Approved
6545,3,Graduate,Yes,7701875,21033653,8,629,16400000,9500000,23900000,9100000,Approved
9354,4,Graduate,No,7202529,25719357,4,763,9900000,4600000,19500000,8100000,Approved
7793,3,Graduate,Yes,1390629,8171906,4,758,500000,400000,4400000,800000,Approved
5803,2,Not Graduate,Yes,1903667,7764414,8,550,4500000,300000,3300000,500000,Approved
7260,0,Not Graduate,Yes,8840364,28886316,10,629,15600000,12200000,27100000,7900000,Approved
6956,2,Not Graduate,Yes,4333270,19590459,14,597,2400000,2800000,13200000,6100000,Approved
1041,3,Not Graduate,Yes,7966205,28613062,10,571,18800000,7500000,16300000,11900000,Approved
106,3,Not Graduate,Yes,4213443,9665556,16,845,7800000,300000,16700000,5100000,Approved
8932,3,Graduate,No,5024534,15099811,8,343,14800000,1600000,17100000,4900000,Rejected
5274,0,Not Graduate,Yes,599920,1506134,10,499,400000,2700000,4200000,700000,Rejected
1156,0,Not Graduate,Yes,3316375,10092124,16,437,3000000,4100000,12900000,4100000,Rejected
4375,2,Graduate,No,4282881,10309052,10,343,12800000,4400000,12400000,1200000,Rejected
744,5,Graduate,Yes,5756103,16461008,18,373,2500000,7500000,21100000,2800000,Rejected
7103,1,Not Graduate,No,7537383,19835095,14,889,900000,3700000,12900000,6300000,Approved
5161,2,Graduate,Yes,8815612,22818620,12,339,11100000,16600000,18500000,9000000,Rejected
8434,4,Not Graduate,No,299520,698650,2,608,0,1400000,900000,400000,Approved
7125,1,Not Graduate,No,3709581,14346796,16,795,12100000,1800000,7800000,3600000,Approved
2858,4,Graduate,Yes,5550207,13011356,4,900,10500000,9100000,11400000,6400000,Approved
4609,1,Graduate,Yes,1710019,8549673,18,781,1400000,200000,6800000,900000,Approved
9321,0,Graduate,Yes,7699983,23916172,20,757,15500000,8400000,21000000,7300000,Approved
4963,0,Not Graduate,Yes,7477945,20817053,16,891,20100000,9000000,10700000,9000000,Approved
3186,5,Graduate,No,6307445,22376558,18,633,300000,3900000,23100000,8000000,Approved
4183,1,Not Graduate,No,401968,1597090,16,783,800000,700000,700000,100000,Approved
9628,5,Graduate,Yes,2307391,5703404,10,872,2200000,1800000,9700000,3300000,Approved
8656,1,Graduate,Yes,4911599,8545501,18,874,5800000,7400000,18700000,4300000,Approved
8641,2,Graduate,No,4412131,14586574,14,825,2000000,1600000,6800000,2400000,Approved
6746,4,Not Graduate,No,3976909,24898410,16,589,5400000,7300000,16300000,5200000,Approved
7329,2,Not Graduate,Yes,495374,2204918,12,798,200000,200000,2000000,1600000,Approved
8992,4,Not Graduate,No,9767373,34437215,18,856,21300000,12500000,33500000,11500000,Approved
8848,1,Not Graduate,Yes,8861576,30558053,8,770,13500000,11600000,26200000,7400000,Approved
2782,1,Graduate,Yes,3825054,9935231,16,878,5100000,2800000,10300000,4000000,Approved
537,2,Not Graduate,No,3672637,14028368,6,629,800000,200000,11300000,3400000,Approved
4106,2,Graduate,Yes,2097759,8087934,4,592,2000000,2500000,7900000,2700000,Approved
5098,1,Not Graduate,No,1786884,4267962,14,727,4700000,3500000,5700000,1000000,Approved
6906,0,Not Graduate,No,6359719,15013791,6,428,6700000,5600000,13700000,5500000,Rejected
3102,1,Not Graduate,Yes,1605916,4440563,4,363,2500000,700000,4300000,2400000,Rejected
7659,5,Not Graduate,No,1989619,1490315,12,309,6300000,2500000,5400000,2600000,Rejected
3677,2,Not Graduate,Yes,7861937,16168597,18,317,17300000,2900000,29900000,9300000,Rejected
1942,2,Graduate,No,399224,1300077,16,509,200000,200000,1500000,300000,Rejected
8117,0,Graduate,Yes,1389862,2510560,6,645,1000000,700000,2900000,200000,Approved
1230,4,Graduate,Yes,1813328,5759235,14,310,600000,3300000,3600000,2000000,Rejected
2462,5,Graduate,No,6552954,24997258,8,776,7000000,9600000,15700000,8800000,Approved
2756,0,Graduate,No,8605641,31688175,2,900,22600000,15900000,19600000,5100000,Approved
7115,5,Not Graduate,Yes,9337693,29389081,18,754,14900000,13100000,30800000,11700000,Approved
4263,5,Graduate,No,1304179,2988331,20,543,1000000,2300000,3200000,1900000,Rejected
531,5,Graduate,Yes,9848723,32071890,18,818,23400000,700000,32600000,11500000,Approved
7793,3,Graduate,Yes,1399943,8277224,4,764,500000,400000,4400000,800000,Approved
869,2,Graduate,Yes,6257315,19409459,18,428,15900000,7200000,19900000,6500000,Rejected
1938,2,Graduate,No,1688253,3727596,20,556,4100000,1400000,5000000,2500000,Approved
5032,3,Graduate,No,9168573,27991671,2,747,10600000,6600000,28700000,6800000,Approved
1480,5,Graduate,No,7628015,25889614,6,777,12900000,2400000,25500000,10900000,Approved
7577,5,Not Graduate,Yes,9461970,33849578,10,301,18700000,9500000,29100000,11900000,Rejected
2323,5,Not Graduate,Yes,199460,298626,10,707,500000,100000,800000,200000,Approved
1112,0,Graduate,No,1408083,4952962,8,689,1800000,1900000,3200000,1500000,Approved
3969,4,Not Graduate,No,7721241,24733971,20,586,9800000,6600000,29100000,6500000,Approved
7783,2,Not Graduate,No,597892,1997084,6,787,3400000,0,2400000,1600000,Approved
8078,3,Not Graduate,No,4272939,16714222,6,647,3900000,3000000,10900000,4000000,Approved
1199,1,Graduate,Yes,8352885,16884209,2,362,22000000,6600000,27300000,4500000,Rejected
302,2,Not Graduate,No,3283387,6589621,6,333,6300000,2000000,8900000,2700000,Rejected
9046,5,Graduate,Yes,400324,1882995,18,717,1300000,100000,2500000,800000,Approved
3698,0,Not Graduate,No,3713949,10535947,20,483,5800000,1300000,13900000,3500000,Rejected
2791,0,Not Graduate,Yes,995112,2989010,18,382,2200000,700000,3500000,900000,Rejected
400,2,Not Graduate,No,7081989,21351892,16,612,5800000,12100000,14200000,9300000,Approved
4399,3,Graduate,No,3681127,10344026,20,651,1000000,1300000,10200000,2400000,Approved
2418,4,Not Graduate,Yes,7800460,26555541,2,475,8900000,11200000,18400000,5600000,Approved
7933,5,Graduate,No,8006879,20421110,16,339,8700000,2800000,27800000,8900000,Rejected
3473,4,Graduate,No,5070768,12368290,20,407,9200000,9200000,18700000,5600000,Rejected
2269,2,Graduate,Yes,8805642,31023720,20,825,700000,4800000,25900000,12700000,Approved
7783,2,Not Graduate,No,603264,2017961,6,790,3400000,0,2400000,1600000,Approved
5596,4,Graduate,Yes,396293,2383708,8,727,800000,200000,600000,500000,Approved
1750,0,Not Graduate,Yes,9251654,34704241,4,699,16900000,16000000,24100000,9800000,Approved
4672,0,Graduate,Yes,2802733,6253783,4,580,5000000,1800000,8600000,4600000,Approved
4079,3,Graduate,Yes,7746546,20061620,14,729,4600000,7200000,17300000,8600000,Approved
1148,5,Not Graduate,Yes,902740,1807974,14,461,2300000,300000,1800000,700000,Rejected
9800,4,Not Graduate,Yes,8099411,15296653,6,484,1600000,2100000,24700000,5600000,Rejected
1841,5,Graduate,No,4584287,14494839,6,786,6500000,6300000,14700000,6200000,Approved
4417,3,Not Graduate,Yes,1195555,5337722,16,436,1300000,0,8400000,2400000,Rejected
8794,4,Not Graduate,Yes,7716928,19617870,6,613,3100000,10500000,27200000,8600000,Approved
9582,3,Graduate,Yes,3626662,6930999,12,867,500000,0,6200000,1600000,Approved
708,3,Not Graduate,Yes,8803227,26479730,10,375,10100000,15500000,27000000,9700000,Rejected
3067,3,Not Graduate,No,9153391,19502014,12,742,18300000,9900000,19500000,13700000,Approved
4482,2,Graduate,Yes,9687114,35252168,16,730,16900000,7100000,31100000,8200000,Approved
1849,2,Graduate,No,4599941,16053014,18,707,7100000,9000000,13800000,5400000,Approved
2674,1,Not Graduate,No,6350207,24026149,4,745,1500000,7100000,21800000,4300000,Approved
1967,4,Graduate,Yes,2871113,8232620,10,320,8700000,4100000,10900000,2100000,Rejected
2205,4,Graduate,No,4499297,15376449,10,840,13200000,6900000,10800000,2200000,Approved
1873,4,Graduate,Yes,6923974,16313176,8,603,5800000,900000,23700000,3600000,Approved
9385,1,Graduate,Yes,2677695,10191574,4,737,3200000,12500000,2400000,2900000,Approved
9473,0,Not Graduate,Yes,2484727,3811842,16,707,4400000,200000,9200000,3100000,Approved
36,2,Graduate,Yes,1686114,3378387,8,694,2700000,2800000,6000000,900000,Approved
6565,5,Graduate,No,2389336,1401391,16,364,10800000,3000000,8200000,2200000,Rejected
6108,3,Not Graduate,No,3716855,15076657,10,560,8000000,7100000,9600000,4200000,Approved
8856,3,Not Graduate,No,299674,1495062,18,454,1800000,300000,1700000,1100000,Rejected
1038,3,Graduate,Yes,7842357,27598671,6,435,2000000,8000000,26100000,5300000,Rejected
7327,0,Not Graduate,Yes,1817331,3198199,14,746,600000,3000000,5500000,300000,Approved
6560,3,Not Graduate,No,5619732,18827584,18,617,12700000,6000000,15800000,4200000,Approved
